BHAVA,RASI,GRAHA,LAGNA,Graha in Sign in House,Bepin’s Text,Ownership of the Graha,Sign in House,Graha in House,Graham in Sign,Ascendant of the chart in question,Line #,,,,,,,,,,,,
8,Leo,Rahu,Capricorn Ascendant,Rahu in Leo in 8,RAHU makes the native a law unto himself; at worst he may become a smuggler or drug dealer who is always surrounded by chicanery. He may lead a very dirty life.,Owns Houses 7 and ,Leo in 8,Rahu in 8,Rahu in Leo,Capricorn Ascendant,908,,,,,,,,,,,,
8,Leo,Ketu,Capricorn Ascendant,Ketu in Leo in 8,"KETU in this sign arouses deep pain which finally leads to the native's psychological unfoldment; he will succeed in his trials. He will be tempted by the glamour of modem life, and his nerves will be shaken. He will be plagued by diseases difficult to diagnose or treat. At last, however, his consciousness will merge with the universal consciousness. His end will be sudden.",Owns Houses 12 and 3,Leo in 8,Ketu in 8,Ketu in Leo,Capricorn Ascendant,909,,,,,,,,,,,,
8,Virgo,Sun,Aquarius Ascendant,Sun in Virgo in 8,"The SUN in this sign often leads the native to separation from his spouse and compels him to lead a difficult life. Having a powerful libido, his passion is a problem for him.",Owns Houses 7 and ,Virgo in 8,Sun in 8,Sun in Virgo,Aquarius Ascendant,910,,,,,,,,,,,,
8,Virgo,Moon,Aquarius Ascendant,Moon in Virgo in 8,"The MOON in this sign bestows wealth, intelligence, and even a legacy, but it also renders the individual vulnerable to extramarital affairs. His health suffers, and in order to live out a full span he must reinforce the Moon's strength.",Owns Houses 6 and ,Virgo in 8,Moon in 8,Moon in Virgo,Aquarius Ascendant,911,,,,,,,,,,,,
8,Virgo,Mercury,Aquarius Ascendant,Mercury in Virgo in 8,"MERCURY in this sign considerably strengthens the mind of the individual, bestowing mental power and the ability to make mature decisions. As a result, the native becomes skillful in secret negotiations and manipulating the family circle. Sexual morality is not a strong point. The native's children, who are generally few in number, may find their growth and development hindered.",Owns Houses 5 and 8,Virgo in 8,Mercury in 8,Mercury in Virgo,Aquarius Ascendant,912,,,,,,,,,,,,
8,Virgo,Venus,Aquarius Ascendant,Venus in Virgo in 8,VENUS leads to poor health and scandal due to extramarital liaisons which damage the native's career prospects and family harmony.,Owns Houses 4 and 9,Virgo in 8,Venus in 8,Venus in Virgo,Aquarius Ascendant,913,,,,,,,,,,,,
8,Virgo,Mars,Aquarius Ascendant,Mars in Virgo in 8,"Under the impact of MARS, the impulsiveness of the individual and a powerful egotism may destroy social relationships. Mars brings a substantial inheritance and legacy, but the danger of infection to the liver is great; the native may become involved in accidents, and death may be sudden.",Owns Houses 3 and 10,Virgo in 8,Mars in 8,Mars in Virgo,Aquarius Ascendant,914,,,,,,,,,,,,
8,Virgo,Jupiter,Aquarius Ascendant,Jupiter in Virgo in 8,"JUPITER in this position produces wealth, a powerful literary gift, involvement in extramarital relationships, and landed property. The indi­ vidual suffers from chronic ailments but dies at an advanced age.",Owns Houses 11 and 2,Virgo in 8,Jupiter in 8,Jupiter in Virgo,Aquarius Ascendant,915,,,,,,,,,,,,
8,Virgo,Saturn,Aquarius Ascendant,Saturn in Virgo in 8,"With SATURN in this sign the individual acquires renown in foreign countries; his skill and power are recognized. He may, however, suffer from muscular deficiencies, and his old age is often very sorrowful.",Owns Houses 12 and 1,Virgo in 8,Saturn in 8,Saturn in Virgo,Aquarius Ascendant,916,,,,,,,,,,,,
8,Virgo,Rahu,Aquarius Ascendant,Rahu in Virgo in 8,"RAHU may lead the individual into vice. If afflicted, it may tempt the native to associate with low characters who earn their money dishonestly. ",Owns Houses 6 and ,Virgo in 8,Rahu in 8,Rahu in Virgo,Aquarius Ascendant,917,,,,,,,,,,,,
8,Virgo,Ketu,Aquarius Ascendant,Ketu in Virgo in 8,"KETU turns the individual towards spirituality. He attains much power both mentally and socially, but suffers heart-wrenching personal experi­ences. Finally, he develops a sense of detachment from all material things.",Owns Houses 11 and 2,Virgo in 8,Ketu in 8,Ketu in Virgo,Aquarius Ascendant,918,,,,,,,,,,,,
8,Libra,Sun,Piscis Ascendant,Sun in Libra in 8,"The SUN in this sign impels the individual to operate on a low material level, but the innate mystic vision within him may enable him to become a leader of society. If he becomes a military general he will lead a victorious army. If he is an administrator he will be tersely efficient. He will be very wealthy and carry secrets of state in his heart.",Owns Houses 6 and ,Libra in 8,Sun in 8,Sun in Libra,Piscis Ascendant,919,,,,,,,,,,,,
8,Libra,Moon,Piscis Ascendant,Moon in Libra in 8,"With the MOON in this sign the individual acquires a sense of beauty and orderliness which win make him extremely popular. He will have tremendous appeal to the opposite sex. His children will be remarkable, and he will often get unexpected lifts in life.",Owns Houses 5 and ,Libra in 8,Moon in 8,Moon in Libra,Piscis Ascendant,920,,,,,,,,,,,,
8,Libra,Mercury,Piscis Ascendant,Mercury in Libra in 8,"MERCURY will afflict the individual with sexual weakness, though to compensate there will be other qualities such as sharp intellect, laudable academic achievement, and well-cultivated social associations. He will be attached to his mother and spouse and will live a life of luxury.",Owns Houses 4 and 7,Libra in 8,Mercury in 8,Mercury in Libra,Piscis Ascendant,921,,,,,,,,,,,,
8,Libra,Venus,Piscis Ascendant,Venus in Libra in 8,VENUS will help the individual receive much earned wealth. He will be a source of envy to his siblings and colleagues.,Owns Houses 3 and 8,Libra in 8,Venus in 8,Venus in Libra,Piscis Ascendant,922,,,,,,,,,,,,
8,Libra,Mars,Piscis Ascendant,Mars in Libra in 8,MARS will bestow warmth and passion to the native's life and drive him to seek hidden pleasure in undesirable quarters. He may receive money from an inheritance.,Owns Houses 2 and 9,Libra in 8,Mars in 8,Mars in Libra,Piscis Ascendant,923,,,,,,,,,,,,
8,Libra,Jupiter,Piscis Ascendant,Jupiter in Libra in 8,"JUPITER will also make the individual vulnerable to the affliction of secret pleasures and sorrows, as well as to diseases like diabetes.",Owns Houses 10 and 1,Libra in 8,Jupiter in 8,Jupiter in Libra,Piscis Ascendant,924,,,,,,,,,,,,
8,Libra,Saturn,Piscis Ascendant,Saturn in Libra in 8,"SATURN will make the native powerful, in social demand. He will draw his sources of inspiration from abroad and die of a lingering illness in a foreign land.",Owns Houses 11 and 12,Libra in 8,Saturn in 8,Saturn in Libra,Piscis Ascendant,925,,,,,,,,,,,,
8,Libra,Rahu,Piscis Ascendant,Rahu in Libra in 8,RAHU will encourage the individual to indulge in antisocial activities and lead a very secluded life.,Owns Houses 5 and ,Libra in 8,Rahu in 8,Rahu in Libra,Piscis Ascendant,926,,,,,,,,,,,,
8,Libra,Ketu,Piscis Ascendant,Ketu in Libra in 8,KETU may subject the native to sexual aberrations and to the possi­bility of disfiguring diseases if seriously afflicted.,Owns Houses 10 and 1,Libra in 8,Ketu in 8,Ketu in Libra,Piscis Ascendant,927,,,,,,,,,,,,
8,Scorpio,Sun,Aries Ascendant,Sun in Scorpio in 8,The SUN in this sign leads the native to some unhappiness arising primarily from his failure to achieve his desired goal. Surgery and humiliation will cause some kind of problem which is difficult to identify.,Owns Houses 5 and ,Scorpio in 8,Sun in 8,Sun in Scorpio,Aries Ascendant,928,,,,,,,,,,,,
8,Scorpio,Moon,Aries Ascendant,Moon in Scorpio in 8,"The MOON will impel the native toward secret liaisons, and his family may have to bear the humiliation and misfortune he causes.",Owns Houses 4 and ,Scorpio in 8,Moon in 8,Moon in Scorpio,Aries Ascendant,929,,,,,,,,,,,,
8,Scorpio,Mercury,Aries Ascendant,Mercury in Scorpio in 8,"With MERCURY in this sign, the individual may be occupied in a secret and perilous business. Peace of mind will be absent, and the individual may develop degenerative diseases in old age.",Owns Houses 3 and 6,Scorpio in 8,Mercury in 8,Mercury in Scorpio,Aries Ascendant,930,,,,,,,,,,,,
8,Scorpio,Venus,Aries Ascendant,Venus in Scorpio in 8,"VENUS in this position will create much sexual disturbance, inducing the individual to seek illicit liaisons. His associates will be persons engaged in gratifying their sensual desires.",Owns Houses 2 and 7,Scorpio in 8,Venus in 8,Venus in Scorpio,Aries Ascendant,931,,,,,,,,,,,,
8,Scorpio,Mars,Aries Ascendant,Mars in Scorpio in 8,"MARS in this sign is powerful, producing courage in the individual which enables him to accept any challenging task. He will receive much wealth by way of the lottery or a legacy, but will suffer from blood loss and perhaps die suddenly.",Owns Houses 1 and 8,Scorpio in 8,Mars in 8,Mars in Scorpio,Aries Ascendant,932,,,,,,,,,,,,
8,Scorpio,Jupiter,Aries Ascendant,Jupiter in Scorpio in 8,JUPITER in this position will make the individual a pleasure seeker. He will be able to acquire much property and will die after a prolonged illness.,Owns Houses 9 and 12,Scorpio in 8,Jupiter in 8,Jupiter in Scorpio,Aries Ascendant,933,,,,,,,,,,,,
8,Scorpio,Saturn,Aries Ascendant,Saturn in Scorpio in 8,"SATURN will enable the individual to maintain a great deal of secrecy about himself. He will prefer to be known only through his actions. He will attain fame and status unexpectedly, but will die a saddened individ­ual.",Owns Houses 10 and 11,Scorpio in 8,Saturn in 8,Saturn in Scorpio,Aries Ascendant,934,,,,,,,,,,,,
8,Scorpio,Rahu,Aries Ascendant,Rahu in Scorpio in 8,"RAHU impels the individual to seek material goals, though without",Owns Houses 4 and ,Scorpio in 8,Rahu in 8,Rahu in Scorpio,Aries Ascendant,935,,,,,,,,,,,,
8,Scorpio,Ketu,Aries Ascendant,Ketu in Scorpio in 8,KETU shapes an occultist engaged in arduous esoteric practices.,Owns Houses 9 and 12,Scorpio in 8,Ketu in 8,Ketu in Scorpio,Aries Ascendant,936,,,,,,,,,,,,
8,Sagittarius,Sun,Taurus Ascendant,Sun in Sagittarius in 8,"The SUN in this sign will bring any latent cruelty to the surface. The natives temper will erupt without the slightest provocation. He will destroy his family property and will not enjoy his mother's affection. His death will probably be due to fever. If the planetary combinations are favorable for the blossoming of spirituality, he will have a special potential for receiving extraordinary powers from unknown sources.",Owns Houses 4 and ,Sagittarius in 8,Sun in 8,Sun in Sagittarius,Taurus Ascendant,937,,,,,,,,,,,,
8,Sagittarius,Moon,Taurus Ascendant,Moon in Sagittarius in 8,"The MOON in this sign makes the individual suffer on account of his siblings. Though he will have career problems, he will be an ardent student of the occult and can easily acquire supernatural powers. He is always engaged in helping others, but his own life is full of sorrow and he is subject to many ailments. He is likely to be injured on a battlefield or by an explosive.",Owns Houses 3 and ,Sagittarius in 8,Moon in 8,Moon in Sagittarius,Taurus Ascendant,938,,,,,,,,,,,,
8,Sagittarius,Mercury,Taurus Ascendant,Mercury in Sagittarius in 8,"MERCURY in this sign will bring much renown to the native and he will be engaged in transforming contemporary thinking ir. one way or another. His life will be dedicated to a kind of religious awakening. He may die early, almost in the prime of life.",Owns Houses 2 and 5,Sagittarius in 8,Mercury in 8,Mercury in Sagittarius,Taurus Ascendant,939,,,,,,,,,,,,
8,Sagittarius,Venus,Taurus Ascendant,Venus in Sagittarius in 8,"With VENUS in this position, the individual will be a versatile genius. He will be able to explore the unknown depths of many branches of learning where sensitivity, insight, intuitive understanding and deep reli­gious feelings are needed. He will be wealthy and behave almost like a teacher or ""priest of the kings.”",Owns Houses 1 and 6,Sagittarius in 8,Venus in 8,Venus in Sagittarius,Taurus Ascendant,940,,,,,,,,,,,,
8,Sagittarius,Mars,Taurus Ascendant,Mars in Sagittarius in 8,MARS occupying this sign makes the individual greatly courageous despite setbacks in his personal career His married life may fail. His colleagues may let him down. Foreigners may create difficulties for him. But finally he will transcend all these difficulties. He will earn much renown abroad. His occupation in life will be spectacular. He will sud­denly shoot up in glory and light. He will die suddenly as well.,Owns Houses 12 and 7,Sagittarius in 8,Mars in 8,Mars in Sagittarius,Taurus Ascendant,941,,,,,,,,,,,,
8,Sagittarius,Jupiter,Taurus Ascendant,Jupiter in Sagittarius in 8,"When JUPITER occupies this sign, the meritorious deeds of the individual's past lives will appear before him to harmonize his life and to encourage him to proceed further on his destined path. For this purpose they will produce for him a very congenial atmosphere. His intellect will also be sharpened. His trials will come from the attractions of luxurious conditions present in his life. He will have to exercise extreme control over himself in order to overcome the allure of sex and money.",Owns Houses 8 and 11,Sagittarius in 8,Jupiter in 8,Jupiter in Sagittarius,Taurus Ascendant,942,,,,,,,,,,,,
8,Sagittarius,Saturn,Taurus Ascendant,Saturn in Sagittarius in 8,SATURNS impact will make it impossible for the native to fall prey to the dazzle of modern society. Physically he will be weak and afflicted by constitutional defects. His profession will be sufficiently straightfor­ward as not to produce any serious worldly temptations. His philosophical attitude will develop his spirituality.,Owns Houses 9 and 10,Sagittarius in 8,Saturn in 8,Saturn in Sagittarius,Taurus Ascendant,943,,,,,,,,,,,,
